HMDB	name	chemical_formula	average_molecular_weight	kegg_id
HMDB0299432	DG(i-17:0/20:3(8Z,11Z,14Z)-2OH(5,6)/0:0)	C40H72O7	665.009	
HMDB0299433	DG(20:3(8Z,11Z,14Z)-2OH(5,6)/i-17:0/0:0)	C40H72O7	665.009	
HMDB0299434	DG(i-17:0/0:0/20:3(8Z,11Z,14Z)-2OH(5,6))	C40H72O7	665.009	
HMDB0299435	DG(20:3(8Z,11Z,14Z)-2OH(5,6)/0:0/i-17:0)	C40H72O7	665.009	
HMDB0299436	DG(i-17:0/5-iso PGF2VI/0:0)	C38H68O8	652.954	
HMDB0299437	DG(5-iso PGF2VI/i-17:0/0:0)	C38H68O8	652.954	
HMDB0299438	DG(i-17:0/0:0/5-iso PGF2VI)	C38H68O8	652.954	
HMDB0299439	DG(5-iso PGF2VI/0:0/i-17:0)	C38H68O8	652.954	
HMDB0299440	DG(i-17:0/20:4(6E,8Z,11Z,14Z)+=O(5)/0:0)	C40H68O6	644.978	
HMDB0299441	DG(20:4(6E,8Z,11Z,14Z)+=O(5)/i-17:0/0:0)	C40H68O6	644.978	
HMDB0299442	DG(i-17:0/0:0/20:4(6E,8Z,11Z,14Z)+=O(5))	C40H68O6	644.978	
HMDB0299443	DG(20:4(6E,8Z,11Z,14Z)+=O(5)/0:0/i-17:0)	C40H68O6	644.978	
HMDB0299444	DG(i-17:0/20:4(5Z,8Z,11Z,13E)+=O(15)/0:0)	C40H68O6	644.978	
HMDB0299445	DG(20:4(5Z,8Z,11Z,13E)+=O(15)/i-17:0/0:0)	C40H68O6	644.978	
HMDB0299446	DG(i-17:0/0:0/20:4(5Z,8Z,11Z,13E)+=O(15))	C40H68O6	644.978	
HMDB0299447	DG(20:4(5Z,8Z,11Z,13E)+=O(15)/0:0/i-17:0)	C40H68O6	644.978	
HMDB0299448	DG(i-17:0/18:2(10E,12Z)+=O(9)/0:0)	C38H68O6	620.956	
HMDB0299449	DG(18:2(10E,12Z)+=O(9)/i-17:0/0:0)	C38H68O6	620.956	
HMDB0299450	DG(i-17:0/0:0/18:2(10E,12Z)+=O(9))	C38H68O6	620.956	
HMDB0299451	DG(18:2(10E,12Z)+=O(9)/0:0/i-17:0)	C38H68O6	620.956	
HMDB0299452	DG(i-17:0/18:2(9Z,11E)+=O(13)/0:0)	C38H68O6	620.956	
HMDB0299453	DG(18:2(9Z,11E)+=O(13)/i-17:0/0:0)	C38H68O6	620.956	
HMDB0299454	DG(i-17:0/0:0/18:2(9Z,11E)+=O(13))	C38H68O6	620.956	
HMDB0299455	DG(18:2(9Z,11E)+=O(13)/0:0/i-17:0)	C38H68O6	620.956	
HMDB0299456	DG(i-17:0/18:1(12Z)-2OH(9,10)/0:0)	C38H72O7	640.987	
HMDB0299457	DG(18:1(12Z)-2OH(9,10)/i-17:0/0:0)	C38H72O7	640.987	
HMDB0299458	DG(i-17:0/0:0/18:1(12Z)-2OH(9,10))	C38H72O7	640.987	
HMDB0299459	DG(18:1(12Z)-2OH(9,10)/0:0/i-17:0)	C38H72O7	640.987	
HMDB0299460	DG(i-17:0/18:1(12Z)-O(9S,10R)/0:0)	C38H70O6	622.972	
HMDB0299461	DG(18:1(12Z)-O(9S,10R)/i-17:0/0:0)	C38H70O6	622.972	
HMDB0299462	DG(i-17:0/0:0/18:1(12Z)-O(9S,10R))	C38H70O6	622.972	
HMDB0299463	DG(18:1(12Z)-O(9S,10R)/0:0/i-17:0)	C38H70O6	622.972	
HMDB0299464	DG(i-17:0/18:1(9Z)-O(12,13)/0:0)	C38H70O6	622.972	
HMDB0299465	DG(18:1(9Z)-O(12,13)/i-17:0/0:0)	C38H70O6	622.972	
HMDB0299466	DG(i-17:0/0:0/18:1(9Z)-O(12,13))	C38H70O6	622.972	
HMDB0299467	DG(18:1(9Z)-O(12,13)/0:0/i-17:0)	C38H70O6	622.972	
HMDB0299468	DG(i-17:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0)	C40H68O6	644.978	
HMDB0299469	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/i-17:0/0:0)	C40H68O6	644.978	
HMDB0299470	DG(i-17:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	C40H68O6	644.978	
HMDB0299471	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0/i-17:0)	C40H68O6	644.978	
HMDB0299472	DG(i-17:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/0:0)	C40H68O6	644.978	
HMDB0299473	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/i-17:0/0:0)	C40H68O6	644.978	
HMDB0299474	DG(i-17:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	C40H68O6	644.978	
HMDB0299475	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/0:0/i-17:0)	C40H68O6	644.978	
HMDB0299476	DG(i-17:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/0:0)	C40H68O6	644.978	
HMDB0299477	DG(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/i-17:0/0:0)	C40H68O6	644.978	
HMDB0299478	DG(i-17:0/0:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	C40H68O6	644.978	
HMDB0299479	DG(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/0:0/i-17:0)	C40H68O6	644.978	
HMDB0299480	DG(i-17:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/0:0)	C40H68O6	644.978	
HMDB0299481	DG(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/i-17:0/0:0)	C40H68O6	644.978	
HMDB0299482	DG(i-17:0/0:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	C40H68O6	644.978	
HMDB0299483	DG(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/0:0/i-17:0)	C40H68O6	644.978	
HMDB0299484	DG(i-17:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/0:0)	C42H70O7	687.015	
HMDB0299485	DG(22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/i-17:0/0:0)	C42H70O7	687.015	
HMDB0299486	DG(i-17:0/0:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	C42H70O7	687.015	
HMDB0299487	DG(22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/0:0/i-17:0)	C42H70O7	687.015	
HMDB0299488	DG(i-17:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/0:0)	C40H68O8	676.976	
HMDB0299489	DG(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/i-17:0/0:0)	C40H68O8	676.976	
HMDB0299490	DG(i-17:0/0:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	C40H68O8	676.976	
HMDB0299491	DG(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/0:0/i-17:0)	C40H68O8	676.976	
HMDB0299492	DG(i-17:0/20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/0:0)	C40H70O7	662.993	
HMDB0299493	DG(20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/i-17:0/0:0)	C40H70O7	662.993	
HMDB0299494	DG(i-17:0/0:0/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	C40H70O7	662.993	
HMDB0299495	DG(20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/0:0/i-17:0)	C40H70O7	662.993	
HMDB0299496	DG(i-17:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/0:0)	C40H70O7	662.993	
HMDB0299497	DG(20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/i-17:0/0:0)	C40H70O7	662.993	
HMDB0299498	DG(i-17:0/0:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	C40H70O7	662.993	
HMDB0299499	DG(20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/0:0/i-17:0)	C40H70O7	662.993	
HMDB0299500	DG(i-17:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/0:0)	C42H70O6	671.016	
HMDB0299501	DG(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/i-17:0/0:0)	C42H70O6	671.016	
HMDB0299502	DG(i-17:0/0:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	C42H70O6	671.016	
HMDB0299503	DG(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4)/0:0/i-17:0)	C42H70O6	671.016	
HMDB0299504	DG(i-17:0/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/0:0)	C42H70O6	671.016	
HMDB0299505	DG(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/i-17:0/0:0)	C42H70O6	671.016	
HMDB0299506	DG(i-17:0/0:0/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	C42H70O6	671.016	
HMDB0299507	DG(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7)/0:0/i-17:0)	C42H70O6	671.016	
HMDB0299508	DG(i-17:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/0:0)	C42H70O6	671.016	
HMDB0299509	DG(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/i-17:0/0:0)	C42H70O6	671.016	
HMDB0299510	DG(i-17:0/0:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	C42H70O6	671.016	
HMDB0299511	DG(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14)/0:0/i-17:0)	C42H70O6	671.016	
HMDB0299512	DG(i-17:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/0:0)	C42H70O6	671.016	
HMDB0299513	DG(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/i-17:0/0:0)	C42H70O6	671.016	
HMDB0299514	DG(i-17:0/0:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	C42H70O6	671.016	
HMDB0299515	DG(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17)/0:0/i-17:0)	C42H70O6	671.016	
HMDB0299516	DG(i-17:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/0:0)	C42H70O7	687.015	
HMDB0299517	DG(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/i-17:0/0:0)	C42H70O7	687.015	
HMDB0299518	DG(i-17:0/0:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	C42H70O7	687.015	
HMDB0299519	DG(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17)/0:0/i-17:0)	C42H70O7	687.015	
HMDB0299520	DG(i-17:0/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/0:0)	C42H70O6	671.016	
HMDB0299521	DG(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/i-17:0/0:0)	C42H70O6	671.016	
HMDB0299522	DG(i-17:0/0:0/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	C42H70O6	671.016	
HMDB0299523	DG(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17)/0:0/i-17:0)	C42H70O6	671.016	
HMDB0299524	DG(i-17:0/18:3(10,12,15)-OH(9)/0:0)	C38H68O6	620.956	
HMDB0299525	DG(18:3(10,12,15)-OH(9)/i-17:0/0:0)	C38H68O6	620.956	
HMDB0299526	DG(i-17:0/0:0/18:3(10,12,15)-OH(9))	C38H68O6	620.956	
HMDB0299527	DG(18:3(10,12,15)-OH(9)/0:0/i-17:0)	C38H68O6	620.956	
HMDB0299528	DG(i-17:0/18:3(9,11,15)-OH(13)/0:0)	C38H68O6	620.956	
HMDB0299529	DG(18:3(9,11,15)-OH(13)/i-17:0/0:0)	C38H68O6	620.956	
HMDB0299530	DG(i-17:0/0:0/18:3(9,11,15)-OH(13))	C38H68O6	620.956	
HMDB0299531	DG(18:3(9,11,15)-OH(13)/0:0/i-17:0)	C38H68O6	620.956	
HMDB0299532	DG(i-17:0/PGE1/0:0)	C40H72O8	681.008	
HMDB0299533	DG(PGE1/i-17:0/0:0)	C40H72O8	681.008	
HMDB0299534	DG(i-17:0/0:0/PGE1)	C40H72O8	681.008	
HMDB0299535	DG(PGE1/0:0/i-17:0)	C40H72O8	681.008	
HMDB0299536	DG(i-17:0/PGD1/0:0)	C40H72O8	681.008	
HMDB0299537	DG(PGD1/i-17:0/0:0)	C40H72O8	681.008	
HMDB0299538	DG(i-17:0/0:0/PGD1)	C40H72O8	681.008	
HMDB0299539	DG(PGD1/0:0/i-17:0)	C40H72O8	681.008	
HMDB0299540	DG(i-17:0/PGF1alpha/0:0)	C40H74O8	683.024	
HMDB0299541	DG(PGF1alpha/i-17:0/0:0)	C40H74O8	683.024	
HMDB0299542	DG(i-17:0/0:0/PGF1alpha)	C40H74O8	683.024	
HMDB0299543	DG(PGF1alpha/0:0/i-17:0)	C40H74O8	683.024	
HMDB0299544	DG(i-17:0/20:3(6,8,11)-OH(5)/0:0)	C40H72O6	649.01	
HMDB0299545	DG(20:3(6,8,11)-OH(5)/i-17:0/0:0)	C40H72O6	649.01	
HMDB0299546	DG(i-17:0/0:0/20:3(6,8,11)-OH(5))	C40H72O6	649.01	
HMDB0299547	DG(20:3(6,8,11)-OH(5)/0:0/i-17:0)	C40H72O6	649.01	
HMDB0299548	DG(i-18:0/20:3(5Z,8Z,11Z)-O(14R,15S)/0:0)	C41H72O6	661.021	
HMDB0299549	DG(20:3(5Z,8Z,11Z)-O(14R,15S)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299550	DG(i-18:0/0:0/20:3(5Z,8Z,11Z)-O(14R,15S))	C41H72O6	661.021	
HMDB0299551	DG(20:3(5Z,8Z,11Z)-O(14R,15S)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299552	DG(i-18:0/20:3(5Z,8Z,14Z)-O(11S,12R)/0:0)	C41H72O6	661.021	
HMDB0299553	DG(20:3(5Z,8Z,14Z)-O(11S,12R)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299554	DG(i-18:0/0:0/20:3(5Z,8Z,14Z)-O(11S,12R))	C41H72O6	661.021	
HMDB0299555	DG(20:3(5Z,8Z,14Z)-O(11S,12R)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299556	DG(i-18:0/20:3(5Z,11Z,14Z)-O(8,9)/0:0)	C41H72O6	661.021	
HMDB0299557	DG(20:3(5Z,11Z,14Z)-O(8,9)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299558	DG(i-18:0/0:0/20:3(5Z,11Z,14Z)-O(8,9))	C41H72O6	661.021	
HMDB0299559	DG(20:3(5Z,11Z,14Z)-O(8,9)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299560	DG(i-18:0/20:3(8Z,11Z,14Z)-O(5,6)/0:0)	C41H72O6	661.021	
HMDB0299561	DG(20:3(8Z,11Z,14Z)-O(5,6)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299562	DG(i-18:0/0:0/20:3(8Z,11Z,14Z)-O(5,6))	C41H72O6	661.021	
HMDB0299563	DG(20:3(8Z,11Z,14Z)-O(5,6)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299564	DG(i-18:0/20:4(5Z,8Z,11Z,14Z)-OH(20)/0:0)	C41H72O6	661.021	
HMDB0299565	DG(20:4(5Z,8Z,11Z,14Z)-OH(20)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299566	DG(i-18:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(20))	C41H72O6	661.021	
HMDB0299567	DG(20:4(5Z,8Z,11Z,14Z)-OH(20)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299568	DG(i-18:0/20:4(6E,8Z,11Z,14Z)-OH(5S)/0:0)	C41H72O6	661.021	
HMDB0299569	DG(20:4(6E,8Z,11Z,14Z)-OH(5S)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299570	DG(i-18:0/0:0/20:4(6E,8Z,11Z,14Z)-OH(5S))	C41H72O6	661.021	
HMDB0299571	DG(20:4(6E,8Z,11Z,14Z)-OH(5S)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299572	DG(i-18:0/20:4(5Z,8Z,11Z,14Z)-OH(19S)/0:0)	C41H72O6	661.021	
HMDB0299573	DG(20:4(5Z,8Z,11Z,14Z)-OH(19S)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299574	DG(i-18:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(19S))	C41H72O6	661.021	
HMDB0299575	DG(20:4(5Z,8Z,11Z,14Z)-OH(19S)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299576	DG(i-18:0/20:4(5Z,8Z,11Z,14Z)-OH(18R)/0:0)	C41H72O6	661.021	
HMDB0299577	DG(20:4(5Z,8Z,11Z,14Z)-OH(18R)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299578	DG(i-18:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(18R))	C41H72O6	661.021	
HMDB0299579	DG(20:4(5Z,8Z,11Z,14Z)-OH(18R)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299580	DG(i-18:0/20:4(5Z,8Z,11Z,14Z)-OH(17)/0:0)	C41H72O6	661.021	
HMDB0299581	DG(20:4(5Z,8Z,11Z,14Z)-OH(17)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299582	DG(i-18:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(17))	C41H72O6	661.021	
HMDB0299583	DG(20:4(5Z,8Z,11Z,14Z)-OH(17)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299584	DG(i-18:0/20:4(5Z,8Z,11Z,14Z)-OH(16R)/0:0)	C41H72O6	661.021	
HMDB0299585	DG(20:4(5Z,8Z,11Z,14Z)-OH(16R)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299586	DG(i-18:0/0:0/20:4(5Z,8Z,11Z,14Z)-OH(16R))	C41H72O6	661.021	
HMDB0299587	DG(20:4(5Z,8Z,11Z,14Z)-OH(16R)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299588	DG(i-18:0/20:4(5Z,8Z,11Z,13E)-OH(15S)/0:0)	C41H72O6	661.021	
HMDB0299589	DG(20:4(5Z,8Z,11Z,13E)-OH(15S)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299590	DG(i-18:0/0:0/20:4(5Z,8Z,11Z,13E)-OH(15S))	C41H72O6	661.021	
HMDB0299591	DG(20:4(5Z,8Z,11Z,13E)-OH(15S)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299592	DG(i-18:0/20:4(5Z,8Z,10E,14Z)-OH(12S)/0:0)	C41H72O6	661.021	
HMDB0299593	DG(20:4(5Z,8Z,10E,14Z)-OH(12S)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299594	DG(i-18:0/0:0/20:4(5Z,8Z,10E,14Z)-OH(12S))	C41H72O6	661.021	
HMDB0299595	DG(20:4(5Z,8Z,10E,14Z)-OH(12S)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299596	DG(i-18:0/20:4(5E,8Z,12Z,14Z)-OH(11R)/0:0)	C41H72O6	661.021	
HMDB0299597	DG(20:4(5E,8Z,12Z,14Z)-OH(11R)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299598	DG(i-18:0/0:0/20:4(5E,8Z,12Z,14Z)-OH(11R))	C41H72O6	661.021	
HMDB0299599	DG(20:4(5E,8Z,12Z,14Z)-OH(11R)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299600	DG(i-18:0/20:4(5Z,7E,11Z,14Z)-OH(9)/0:0)	C41H72O6	661.021	
HMDB0299601	DG(20:4(5Z,7E,11Z,14Z)-OH(9)/i-18:0/0:0)	C41H72O6	661.021	
HMDB0299602	DG(i-18:0/0:0/20:4(5Z,7E,11Z,14Z)-OH(9))	C41H72O6	661.021	
HMDB0299603	DG(20:4(5Z,7E,11Z,14Z)-OH(9)/0:0/i-18:0)	C41H72O6	661.021	
HMDB0299604	DG(i-18:0/PGE2/0:0)	C41H72O8	693.019	
HMDB0299605	DG(PGE2/i-18:0/0:0)	C41H72O8	693.019	
HMDB0299606	DG(i-18:0/0:0/PGE2)	C41H72O8	693.019	
HMDB0299607	DG(PGE2/0:0/i-18:0)	C41H72O8	693.019	
HMDB0299608	DG(i-18:0/PGD2/0:0)	C41H72O8	693.019	
HMDB0299609	DG(PGD2/i-18:0/0:0)	C41H72O8	693.019	
HMDB0299610	DG(i-18:0/0:0/PGD2)	C41H72O8	693.019	
HMDB0299611	DG(PGD2/0:0/i-18:0)	C41H72O8	693.019	
HMDB0299612	DG(i-18:0/6 keto-PGF1alpha/0:0)	C41H74O9	711.034	
HMDB0299613	DG(6 keto-PGF1alpha/i-18:0/0:0)	C41H74O9	711.034	
HMDB0299614	DG(i-18:0/0:0/6 keto-PGF1alpha)	C41H74O9	711.034	
HMDB0299615	DG(6 keto-PGF1alpha/0:0/i-18:0)	C41H74O9	711.034	
HMDB0299616	DG(i-18:0/PGF2alpha/0:0)	C41H74O8	695.035	
HMDB0299617	DG(PGF2alpha/i-18:0/0:0)	C41H74O8	695.035	
HMDB0299618	DG(i-18:0/0:0/PGF2alpha)	C41H74O8	695.035	
HMDB0299619	DG(PGF2alpha/0:0/i-18:0)	C41H74O8	695.035	
HMDB0299620	DG(i-18:0/PGJ2/0:0)	C41H70O7	675.004	
HMDB0299621	DG(PGJ2/i-18:0/0:0)	C41H70O7	675.004	
HMDB0299622	DG(i-18:0/0:0/PGJ2)	C41H70O7	675.004	
HMDB0299623	DG(PGJ2/0:0/i-18:0)	C41H70O7	675.004	
HMDB0299624	DG(i-18:0/LTE4/0:0)	C44H77NO8S	780.16	
HMDB0299625	DG(LTE4/i-18:0/0:0)	C44H77NO8S	780.16	
HMDB0299626	DG(i-18:0/0:0/LTE4)	C44H77NO8S	780.16	
HMDB0299627	DG(LTE4/0:0/i-18:0)	C44H77NO8S	780.16	
HMDB0299628	DG(i-18:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/0:0)	C41H72O7	677.02	
HMDB0299629	DG(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/i-18:0/0:0)	C41H72O7	677.02	
HMDB0299630	DG(i-18:0/0:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	C41H72O7	677.02	
HMDB0299631	DG(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/0:0/i-18:0)	C41H72O7	677.02	
HMDB0299632	DG(i-18:0/TXB2/0:0)	C41H74O9	711.034	
HMDB0299633	DG(TXB2/i-18:0/0:0)	C41H74O9	711.034	
HMDB0299634	DG(i-18:0/0:0/TXB2)	C41H74O9	711.034	
HMDB0299635	DG(TXB2/0:0/i-18:0)	C41H74O9	711.034	
HMDB0299636	DG(i-18:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/0:0)	C41H72O8	693.019	
HMDB0299637	DG(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/i-18:0/0:0)	C41H72O8	693.019	
HMDB0299638	DG(i-18:0/0:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	C41H72O8	693.019	
HMDB0299639	DG(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S)/0:0/i-18:0)	C41H72O8	693.019	
HMDB0299640	DG(i-18:0/20:3(8Z,11Z,14Z)-2OH(5,6)/0:0)	C41H74O7	679.036	
HMDB0299641	DG(20:3(8Z,11Z,14Z)-2OH(5,6)/i-18:0/0:0)	C41H74O7	679.036	
HMDB0299642	DG(i-18:0/0:0/20:3(8Z,11Z,14Z)-2OH(5,6))	C41H74O7	679.036	
HMDB0299643	DG(20:3(8Z,11Z,14Z)-2OH(5,6)/0:0/i-18:0)	C41H74O7	679.036	
HMDB0299644	DG(i-18:0/5-iso PGF2VI/0:0)	C39H70O8	666.981	
HMDB0299645	DG(5-iso PGF2VI/i-18:0/0:0)	C39H70O8	666.981	
HMDB0299646	DG(i-18:0/0:0/5-iso PGF2VI)	C39H70O8	666.981	
HMDB0299647	DG(5-iso PGF2VI/0:0/i-18:0)	C39H70O8	666.981	
HMDB0299648	DG(i-18:0/20:4(6E,8Z,11Z,14Z)+=O(5)/0:0)	C41H70O6	659.005	
HMDB0299649	DG(20:4(6E,8Z,11Z,14Z)+=O(5)/i-18:0/0:0)	C41H70O6	659.005	
HMDB0299650	DG(i-18:0/0:0/20:4(6E,8Z,11Z,14Z)+=O(5))	C41H70O6	659.005	
HMDB0299651	DG(20:4(6E,8Z,11Z,14Z)+=O(5)/0:0/i-18:0)	C41H70O6	659.005	
HMDB0299652	DG(i-18:0/20:4(5Z,8Z,11Z,13E)+=O(15)/0:0)	C41H70O6	659.005	
HMDB0299653	DG(20:4(5Z,8Z,11Z,13E)+=O(15)/i-18:0/0:0)	C41H70O6	659.005	
HMDB0299654	DG(i-18:0/0:0/20:4(5Z,8Z,11Z,13E)+=O(15))	C41H70O6	659.005	
HMDB0299655	DG(20:4(5Z,8Z,11Z,13E)+=O(15)/0:0/i-18:0)	C41H70O6	659.005	
HMDB0299656	DG(i-18:0/18:2(10E,12Z)+=O(9)/0:0)	C39H70O6	634.983	
HMDB0299657	DG(18:2(10E,12Z)+=O(9)/i-18:0/0:0)	C39H70O6	634.983	
HMDB0299658	DG(i-18:0/0:0/18:2(10E,12Z)+=O(9))	C39H70O6	634.983	
HMDB0299659	DG(18:2(10E,12Z)+=O(9)/0:0/i-18:0)	C39H70O6	634.983	
HMDB0299660	DG(i-18:0/18:2(9Z,11E)+=O(13)/0:0)	C39H70O6	634.983	
HMDB0299661	DG(18:2(9Z,11E)+=O(13)/i-18:0/0:0)	C39H70O6	634.983	
HMDB0299662	DG(i-18:0/0:0/18:2(9Z,11E)+=O(13))	C39H70O6	634.983	
HMDB0299663	DG(18:2(9Z,11E)+=O(13)/0:0/i-18:0)	C39H70O6	634.983	
HMDB0299664	DG(i-18:0/18:1(12Z)-2OH(9,10)/0:0)	C39H74O7	655.014	
HMDB0299665	DG(18:1(12Z)-2OH(9,10)/i-18:0/0:0)	C39H74O7	655.014	
HMDB0299666	DG(i-18:0/0:0/18:1(12Z)-2OH(9,10))	C39H74O7	655.014	
HMDB0299667	DG(18:1(12Z)-2OH(9,10)/0:0/i-18:0)	C39H74O7	655.014	
HMDB0299668	DG(i-18:0/18:1(12Z)-O(9S,10R)/0:0)	C39H72O6	636.999	
HMDB0299669	DG(18:1(12Z)-O(9S,10R)/i-18:0/0:0)	C39H72O6	636.999	
HMDB0299670	DG(i-18:0/0:0/18:1(12Z)-O(9S,10R))	C39H72O6	636.999	
HMDB0299671	DG(18:1(12Z)-O(9S,10R)/0:0/i-18:0)	C39H72O6	636.999	
HMDB0299672	DG(i-18:0/18:1(9Z)-O(12,13)/0:0)	C39H72O6	636.999	
HMDB0299673	DG(18:1(9Z)-O(12,13)/i-18:0/0:0)	C39H72O6	636.999	
HMDB0299674	DG(i-18:0/0:0/18:1(9Z)-O(12,13))	C39H72O6	636.999	
HMDB0299675	DG(18:1(9Z)-O(12,13)/0:0/i-18:0)	C39H72O6	636.999	
HMDB0299676	DG(i-18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/0:0)	C41H70O6	659.005	
HMDB0299677	DG(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/i-18:0/0:0)	C41H70O6	659.005	
HMDB0299678	DG(i-18:0/0:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	C41H70O6	659.005	
