ID	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	Factor8	Factor9	Factor10
H069	-2.13325360937264	1.28422953663997	2.59355110066447	2.38594979157982	-0.559345930941002	0.0100926652557313	-0.005511693099005	-0.525705456845214	0.592038248500046	-0.860214318560085
H072	0.83528060454599	0.576437578180526	-1.7946328325173	0.793503273171295	0.331358998223556	-0.617039085896178	1.15794425295655	0.504582426048466	-0.745643718757611	-0.266714048026054
H073	0.534625777846312	0.406571290706812	-1.76603207691954	-1.45658940824525	1.30608064783347	-0.260580925576692	0.897532341700081	0.177998549671801	1.48738599511103	-0.11638391336033
H077	-2.25967823007096	0.165511960256172	2.37951759005092	-0.493401167907701	0.43139852043639	-1.66445828446852	0.0108005739152207	0.858762049837881	0.634881903983	-0.772616001885877
H078	-2.12405919635792	1.38200390473979	-1.73800958219114	0.90301132890136	0.270919088278339	-0.111928507390654	-0.109864669129153	-0.91357479776032	-0.00679054694071627	-0.806278680349572
H079	-1.66930080367456	0.141602480627102	-1.79120221456072	-1.66685275429844	2.23110857429671	0.419747127277183	-0.221143376026764	-0.706195325179924	-0.238135944423265	-0.683806703466
H080	-2.23907225916816	0.732931614524557	-1.75330767683618	-0.385687542024309	-0.278113102991706	-0.560850689194723	0.0643282334792245	-0.167709331546634	-0.214682353109346	-0.653337325339598
H081	2.03541723993532	0.163901613662746	2.50602067411993	2.94328109643621	-0.145857826315764	-0.352839988633692	-0.730188515373526	0.344097140626485	-1.91253599552525	-0.392520842481729
H082	0.936963064495277	-0.317201451024065	-1.78517833321023	-0.121180612889076	0.904084189370492	-0.512405801628935	0.440658161873769	-0.413531839955736	-0.16356000994773	-0.536842799525682
H084	-2.30474531861896	0.860236470144302	-1.76712273581438	1.07096219260336	-0.249240642840423	-1.71171928429052	-0.210135313094437	0.289855212516108	0.0333217039406429	-0.578260294367496
H088	1.80380115441744	-0.189887885298049	2.37068777157657	-1.21216520180564	0.0625796406828351	0.377719738411507	-0.478402510548837	0.345404356338301	0.347636915632438	-0.168796312272233
H089	1.92057394764392	0.227774608848064	2.43699549986169	0.243376918904532	0.506761641364344	0.478693420112061	-0.580430193186411	0.612044960371306	0.303637558675189	-0.286989672488696
H090	0.433123371168632	0.774842557266393	2.36473898192338	1.77860450211305	-0.294017994145005	0.270064320548705	1.48268903670441	-0.346808408452692	0.54551906644307	-0.828284717016861
H093	-2.26377342746575	-0.847974561368085	2.34918506643285	4.2139345699157	0.175572098027046	0.214587827025462	-0.308940971460985	0.496720810360517	0.691696117731858	-0.62385311116299
H094	1.77647738346909	-1.63264682685703	-1.79083762936188	2.11852239856915	0.229244165445113	0.552981988112824	-0.371292588852357	0.421883964372692	-1.45849570437342	-0.422039394920817
H095	-1.85616119950172	0.591077951218586	2.19210679736825	0.402069278051674	0.494801989500714	-0.884827030635961	-0.117314355733485	0.490299834486434	-1.3122522648631	-0.439495192491915
H099	2.28145354779962	-0.15410531450159	2.29035540277956	0.142985206889527	0.149837834063249	-0.479947485232022	-0.106892467750116	0.520913834844698	0.67428217394454	-0.347397537983761
H100	2.06800022135278	-1.01853403403252	-1.80529903066265	-2.08956719806912	1.96401640639902	-0.0435128533623129	-0.722458980153161	-0.140484921486459	0.250727881273159	-0.400809742453209
